token_id,status,entity,access,architecture,material,eyes,interface,implant,mantle,background,signal,corruption
1972,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.field_collar,background.evidence_void,signal.intermittent,corruption.intact
1973,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.ceramic_mantle,background.rack_shadow,signal.intermittent,corruption.scan_shear
1974,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.void,interface.neural_veil,implant.none,mantle.field_collar,background.rack_shadow,signal.carrier_echo,corruption.packet_ghosting
1975,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.porcelain,eyes.thermal,interface.respirator,implant.none,mantle.archive_coat,background.relay_well,signal.carrier_echo,corruption.scan_shear
1976,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.none,implant.none,mantle.archive_coat,background.cold_storage,signal.intermittent,corruption.scan_shear
1977,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.carbon,eyes.void,interface.respirator,implant.spinal_bus,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.scan_shear
1978,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.carbon,eyes.void,interface.skeletal_interface,implant.antenna,mantle.archive_coat,background.anechoic_room,signal.carrier_echo,corruption.intact
1979,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.ceramic,eyes.optical_array,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.checksum_burn
1980,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.biosynth,eyes.void,interface.none,implant.neural_cable,mantle.cable_shroud,background.rack_shadow,signal.intermittent,corruption.checksum_burn
1981,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.biosynth,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.field_collar,background.rack_shadow,signal.carrier_echo,corruption.intact
1982,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.field_collar,background.evidence_void,signal.intermittent,corruption.intact
1983,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.respirator,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.scan_shear
1984,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.none,implant.none,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.intact
1985,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.biosynth,eyes.thermal,interface.respirator,implant.none,mantle.field_collar,background.relay_well,signal.locked,corruption.intact
1986,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.optical_array,interface.forensic_plate,implant.none,mantle.split_shell,background.service_tunnel,signal.carrier_echo,corruption.intact
1987,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.fractured,interface.forensic_plate,implant.spinal_bus,mantle.ceramic_mantle,background.service_tunnel,signal.locked,corruption.intact
1988,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.respirator,implant.none,mantle.archive_coat,background.evidence_void,signal.silent,corruption.scan_shear
1989,feasibility_only_not_final_art,entity.specter,access.admin,architecture.inset,material.carbon,eyes.void,interface.none,implant.neural_cable,mantle.cable_shroud,background.anechoic_room,signal.locked,corruption.intact
1990,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.reconstructed,eyes.void,interface.neural_veil,implant.antenna,mantle.archive_coat,background.evidence_void,signal.silent,corruption.intact
1991,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.porcelain,eyes.thermal,interface.respirator,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.silent,corruption.intact
1992,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.none,implant.none,mantle.cable_shroud,background.cold_storage,signal.intermittent,corruption.scan_shear
1993,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.none,implant.neural_cable,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.checksum_burn
1994,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.respirator,implant.neural_cable,mantle.archive_coat,background.cold_storage,signal.carrier_echo,corruption.packet_ghosting
1995,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.void,interface.none,implant.none,mantle.split_shell,background.rack_shadow,signal.locked,corruption.scan_shear
1996,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.void,interface.none,implant.none,mantle.archive_coat,background.cold_storage,signal.locked,corruption.scan_shear
1997,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.biosynth,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.archive_coat,background.cold_storage,signal.carrier_echo,corruption.scan_shear
1998,feasibility_only_not_final_art,entity.hollow,access.system,architecture.suspended_core,material.ceramic,eyes.void,interface.neural_veil,implant.root_port,mantle.archive_coat,background.relay_well,signal.locked,corruption.intact
1999,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.porcelain,eyes.optical_array,interface.none,implant.memory_spindle,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.packet_ghosting
2000,feasibility_only_not_final_art,entity.human,access.system,architecture.suspended_core,material.porcelain,eyes.biometric,interface.none,implant.root_port,mantle.archive_coat,background.anechoic_room,signal.locked,corruption.intact
2001,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.forensic_plate,implant.neural_cable,mantle.cable_shroud,background.service_tunnel,signal.locked,corruption.intact
2002,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.optical_array,interface.forensic_plate,implant.none,mantle.field_collar,background.anechoic_room,signal.locked,corruption.intact
2003,feasibility_only_not_final_art,entity.synthetic,access.root,architecture.severed_halo,material.biosynth,eyes.biometric,interface.none,implant.signal_crown,mantle.archive_coat,background.service_tunnel,signal.carrier_echo,corruption.intact
2004,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.neural_veil,implant.neural_cable,mantle.split_shell,background.evidence_void,signal.locked,corruption.intact
2005,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.void,interface.neural_veil,implant.spinal_bus,mantle.cable_shroud,background.relay_well,signal.silent,corruption.scan_shear
2006,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.ceramic,eyes.thermal,interface.respirator,implant.none,mantle.ceramic_mantle,background.relay_well,signal.locked,corruption.scan_shear
2007,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.cable_shroud,background.uplink_black,signal.carrier_echo,corruption.scan_shear
2008,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.fractured,interface.none,implant.neural_cable,mantle.field_collar,background.relay_well,signal.silent,corruption.intact
2009,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.thermal,interface.none,implant.none,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.scan_shear
2010,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.none,implant.antenna,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.intact
2011,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.biometric,interface.none,implant.spinal_bus,mantle.archive_coat,background.service_tunnel,signal.locked,corruption.scan_shear
2012,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.ceramic,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.packet_ghosting
2013,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.void,interface.respirator,implant.spinal_bus,mantle.archive_coat,background.service_tunnel,signal.locked,corruption.intact
2014,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.biosynth,eyes.fractured,interface.neural_veil,implant.neural_cable,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.intact
2015,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.intermittent,corruption.intact
2016,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.biosynth,eyes.fractured,interface.respirator,implant.none,mantle.cable_shroud,background.evidence_void,signal.intermittent,corruption.packet_ghosting
2017,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.neural_veil,implant.neural_cable,mantle.archive_coat,background.anechoic_room,signal.locked,corruption.packet_ghosting
2018,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.porcelain,eyes.void,interface.neural_veil,implant.root_port,mantle.split_shell,background.uplink_black,signal.intermittent,corruption.scan_shear
2019,feasibility_only_not_final_art,entity.hollow,access.admin,architecture.double_plane,material.carbon,eyes.fractured,interface.forensic_plate,implant.spinal_bus,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.absence
2020,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.ceramic,eyes.thermal,interface.respirator,implant.antenna,mantle.archive_coat,background.relay_well,signal.locked,corruption.scan_shear
2021,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.none,implant.antenna,mantle.split_shell,background.rack_shadow,signal.locked,corruption.intact
2022,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.respirator,implant.none,mantle.archive_coat,background.evidence_void,signal.locked,corruption.scan_shear
2023,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.carbon,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.archive_coat,background.relay_well,signal.silent,corruption.intact
2024,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.optical_array,interface.forensic_plate,implant.none,mantle.archive_coat,background.rack_shadow,signal.carrier_echo,corruption.intact
2025,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.porcelain,eyes.thermal,interface.respirator,implant.spinal_bus,mantle.cable_shroud,background.cold_storage,signal.carrier_echo,corruption.packet_ghosting
2026,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.none,implant.neural_cable,mantle.cable_shroud,background.anechoic_room,signal.intermittent,corruption.scan_shear
2027,feasibility_only_not_final_art,entity.specter,access.system,architecture.suspended_core,material.phase_glass,eyes.signal_burn,interface.neural_veil,implant.root_port,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.intact
2028,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.none,implant.antenna,mantle.ceramic_mantle,background.cold_storage,signal.locked,corruption.intact
2029,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.carbon,eyes.optical_array,interface.neural_veil,implant.neural_cable,mantle.cable_shroud,background.evidence_void,signal.locked,corruption.scan_shear
2030,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.thermal,interface.forensic_plate,implant.antenna,mantle.ceramic_mantle,background.cold_storage,signal.carrier_echo,corruption.intact
2031,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.cable_shroud,background.rack_shadow,signal.intermittent,corruption.scan_shear
2032,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.respirator,implant.none,mantle.field_collar,background.cold_storage,signal.intermittent,corruption.intact
2033,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.fractured,interface.neural_veil,implant.neural_cable,mantle.cable_shroud,background.rack_shadow,signal.locked,corruption.intact
2034,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.forensic_plate,implant.spinal_bus,mantle.split_shell,background.rack_shadow,signal.carrier_echo,corruption.intact
2035,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.respirator,implant.none,mantle.split_shell,background.cold_storage,signal.intermittent,corruption.checksum_burn
2036,feasibility_only_not_final_art,entity.human,access.system,architecture.suspended_core,material.ceramic,eyes.thermal,interface.forensic_plate,implant.root_port,mantle.field_collar,background.rack_shadow,signal.locked,corruption.intact
2037,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.optical_array,interface.forensic_plate,implant.none,mantle.split_shell,background.relay_well,signal.intermittent,corruption.scan_shear
2038,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.scan_shear
2039,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.respirator,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.locked,corruption.checksum_burn
2040,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.ceramic,eyes.biometric,interface.forensic_plate,implant.memory_spindle,mantle.ceramic_mantle,background.evidence_void,signal.intermittent,corruption.scan_shear
2041,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.thermal,interface.forensic_plate,implant.none,mantle.archive_coat,background.rack_shadow,signal.carrier_echo,corruption.packet_ghosting
2042,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.forensic_plate,implant.none,mantle.field_collar,background.rack_shadow,signal.locked,corruption.intact
2043,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.thermal,interface.respirator,implant.antenna,mantle.archive_coat,background.service_tunnel,signal.intermittent,corruption.intact
2044,feasibility_only_not_final_art,entity.specter,access.system,architecture.suspended_core,material.reconstructed,eyes.void,interface.none,implant.root_port,mantle.archive_coat,background.cold_storage,signal.silent,corruption.scan_shear
2045,feasibility_only_not_final_art,entity.specter,access.user,architecture.inset,material.reconstructed,eyes.void,interface.none,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.intermittent,corruption.scan_shear
2046,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.none,implant.none,mantle.field_collar,background.relay_well,signal.silent,corruption.intact
2047,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.biosynth,eyes.biometric,interface.none,implant.none,mantle.ceramic_mantle,background.relay_well,signal.locked,corruption.scan_shear
2048,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.neural_veil,implant.none,mantle.archive_coat,background.cold_storage,signal.locked,corruption.scan_shear
2049,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.carbon,eyes.optical_array,interface.forensic_plate,implant.neural_cable,mantle.ceramic_mantle,background.relay_well,signal.carrier_echo,corruption.intact
2050,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.biometric,interface.respirator,implant.antenna,mantle.archive_coat,background.cold_storage,signal.locked,corruption.scan_shear
2051,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.void,interface.none,implant.neural_cable,mantle.ceramic_mantle,background.cold_storage,signal.carrier_echo,corruption.scan_shear
2052,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.reconstructed,eyes.biometric,interface.forensic_plate,implant.antenna,mantle.field_collar,background.cold_storage,signal.locked,corruption.intact
2053,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.service_tunnel,signal.intermittent,corruption.checksum_burn
2054,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.reconstructed,eyes.fractured,interface.null_mask,implant.none,mantle.split_shell,background.cold_storage,signal.intermittent,corruption.intact
2055,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.carbon,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.ceramic_mantle,background.service_tunnel,signal.locked,corruption.intact
2056,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.respirator,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
2057,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.respirator,implant.antenna,mantle.field_collar,background.service_tunnel,signal.intermittent,corruption.scan_shear
2058,feasibility_only_not_final_art,entity.hollow,access.admin,architecture.inset,material.porcelain,eyes.void,interface.none,implant.none,mantle.field_collar,background.evidence_void,signal.intermittent,corruption.intact
2059,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.biosynth,eyes.thermal,interface.none,implant.antenna,mantle.ceramic_mantle,background.evidence_void,signal.intermittent,corruption.intact
2060,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.ceramic,eyes.fractured,interface.forensic_plate,implant.root_port,mantle.ceramic_mantle,background.relay_well,signal.locked,corruption.intact
2061,feasibility_only_not_final_art,entity.human,access.system,architecture.suspended_core,material.carbon,eyes.fractured,interface.respirator,implant.root_port,mantle.field_collar,background.evidence_void,signal.intermittent,corruption.intact
2062,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.carbon,eyes.optical_array,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.evidence_void,signal.intermittent,corruption.absence
2063,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.forensic_plate,implant.neural_cable,mantle.split_shell,background.rack_shadow,signal.locked,corruption.packet_ghosting
2064,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.neural_veil,implant.none,mantle.archive_coat,background.anechoic_room,signal.locked,corruption.intact
2065,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.none,mantle.archive_coat,background.evidence_void,signal.silent,corruption.scan_shear
2066,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.carbon,eyes.void,interface.none,implant.none,mantle.cable_shroud,background.uplink_black,signal.carrier_echo,corruption.packet_ghosting
2067,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.respirator,implant.spinal_bus,mantle.field_collar,background.cold_storage,signal.intermittent,corruption.scan_shear
2068,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.porcelain,eyes.fractured,interface.forensic_plate,implant.root_port,mantle.ceramic_mantle,background.rack_shadow,signal.carrier_echo,corruption.intact
2069,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.forensic_plate,implant.neural_cable,mantle.cable_shroud,background.relay_well,signal.intermittent,corruption.packet_ghosting
2070,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.none,implant.neural_cable,mantle.cable_shroud,background.cold_storage,signal.intermittent,corruption.intact
2071,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.reconstructed,eyes.void,interface.none,implant.none,mantle.ceramic_mantle,background.service_tunnel,signal.intermittent,corruption.scan_shear
2072,feasibility_only_not_final_art,entity.specter,access.admin,architecture.double_plane,material.carbon,eyes.signal_burn,interface.forensic_plate,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.scan_shear
2073,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.forensic_plate,implant.antenna,mantle.field_collar,background.rack_shadow,signal.carrier_echo,corruption.checksum_burn
2074,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.forensic_plate,implant.spinal_bus,mantle.ceramic_mantle,background.service_tunnel,signal.intermittent,corruption.intact
2075,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.thermal,interface.neural_veil,implant.neural_cable,mantle.cable_shroud,background.rack_shadow,signal.intermittent,corruption.scan_shear
2076,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.thermal,interface.respirator,implant.spinal_bus,mantle.ceramic_mantle,background.relay_well,signal.locked,corruption.intact
2077,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.none,implant.neural_cable,mantle.split_shell,background.rack_shadow,signal.locked,corruption.memory_bleed
2078,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.respirator,implant.none,mantle.cable_shroud,background.anechoic_room,signal.carrier_echo,corruption.intact
2079,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.thermal,interface.none,implant.spinal_bus,mantle.split_shell,background.evidence_void,signal.silent,corruption.intact
2080,feasibility_only_not_final_art,entity.specter,access.admin,architecture.double_plane,material.carbon,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.unsupported_frame,background.cold_storage,signal.intermittent,corruption.absence
2081,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.neural_veil,implant.antenna,mantle.cable_shroud,background.rack_shadow,signal.carrier_echo,corruption.scan_shear
2082,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.ceramic,eyes.thermal,interface.forensic_plate,implant.spinal_bus,mantle.ceramic_mantle,background.service_tunnel,signal.locked,corruption.intact
2083,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.ceramic,eyes.optical_array,interface.none,implant.spinal_bus,mantle.split_shell,background.relay_well,signal.intermittent,corruption.packet_ghosting
2084,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.fractured,interface.respirator,implant.none,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.packet_ghosting
2085,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.biosynth,eyes.fractured,interface.none,implant.spinal_bus,mantle.archive_coat,background.cold_storage,signal.locked,corruption.intact
2086,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.porcelain,eyes.thermal,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.intermittent,corruption.intact
2087,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.biometric,interface.none,implant.memory_spindle,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.scan_shear
2088,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.carbon,eyes.void,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.rack_shadow,signal.locked,corruption.intact
2089,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.respirator,implant.antenna,mantle.field_collar,background.service_tunnel,signal.locked,corruption.intact
2090,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.carbon,eyes.void,interface.none,implant.none,mantle.archive_coat,background.evidence_void,signal.locked,corruption.scan_shear
2091,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.forensic_plate,implant.none,mantle.split_shell,background.uplink_black,signal.carrier_echo,corruption.intact
2092,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.void,interface.none,implant.antenna,mantle.archive_coat,background.evidence_void,signal.silent,corruption.intact
2093,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.optical_array,interface.null_mask,implant.none,mantle.ceramic_mantle,background.relay_well,signal.intermittent,corruption.intact
2094,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.respirator,implant.neural_cable,mantle.cable_shroud,background.evidence_void,signal.carrier_echo,corruption.intact
2095,feasibility_only_not_final_art,entity.hollow,access.admin,architecture.inset,material.reconstructed,eyes.void,interface.none,implant.neural_cable,mantle.archive_coat,background.cold_storage,signal.carrier_echo,corruption.intact
2096,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.cold_storage,signal.intermittent,corruption.intact
2097,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.fractured,interface.forensic_plate,implant.none,mantle.split_shell,background.evidence_void,signal.locked,corruption.intact
2098,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.ceramic,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.cable_shroud,background.evidence_void,signal.locked,corruption.absence
2099,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.porcelain,eyes.biometric,interface.none,implant.none,mantle.archive_coat,background.evidence_void,signal.locked,corruption.scan_shear
2100,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.void,interface.respirator,implant.none,mantle.field_collar,background.anechoic_room,signal.intermittent,corruption.scan_shear
2101,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.respirator,implant.neural_cable,mantle.archive_coat,background.rack_shadow,signal.carrier_echo,corruption.intact
2102,feasibility_only_not_final_art,entity.hollow,access.system,architecture.suspended_core,material.ceramic,eyes.void,interface.neural_veil,implant.root_port,mantle.archive_coat,background.relay_well,signal.carrier_echo,corruption.intact
2103,feasibility_only_not_final_art,entity.human,access.root,architecture.severed_halo,material.biosynth,eyes.fractured,interface.forensic_plate,implant.signal_crown,mantle.ceramic_mantle,background.service_tunnel,signal.locked,corruption.intact
2104,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.respirator,implant.antenna,mantle.cable_shroud,background.service_tunnel,signal.intermittent,corruption.intact
2105,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.ceramic,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
2106,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.none,implant.neural_cable,mantle.archive_coat,background.rack_shadow,signal.intermittent,corruption.checksum_burn
2107,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.neural_veil,implant.none,mantle.field_collar,background.anechoic_room,signal.locked,corruption.intact
2108,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.biometric,interface.null_mask,implant.none,mantle.archive_coat,background.relay_well,signal.intermittent,corruption.intact
2109,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.none,mantle.cable_shroud,background.relay_well,signal.intermittent,corruption.intact
2110,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.thermal,interface.none,implant.none,mantle.field_collar,background.rack_shadow,signal.carrier_echo,corruption.intact
2111,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.split_shell,background.service_tunnel,signal.intermittent,corruption.intact
